Thermal calculator data file
Last updated date: 2016-08-11, 23:02:28

Thermal model: Gringarten equation
Base data
Parameter	Value	Unit	
Specific heat of rock	800	J/kg¡ÆC	
Specific heat of fluid	4178	J/kg¡ÆC	
Rock density	2628	kg/m^3	
Thermal conductivity of rock, k	3.018	W/m¡ÆC	
Initial rock temperature	180	¡ÆC	
Injection fluid temperature	60	¡ÆC	

Variables
Variable	Value	Unit	
Width of fracture	600	m	
Mass flow rate	40	kg/s	
Number of fractures	5		
Fracture spacing	60	m	
Distance from injection	800	m	
Time	30	years	

Calculation results
Outlet fluid temperature	161.67	¡ÆC	
Rock temperature distribution
Z	X	Temperature	
m	m	¡ÆC	
712.00	22.80	166.52	
720.00	22.80	167.04	
728.00	22.80	167.55	
736.00	22.80	168.04	
744.00	22.80	168.52	
752.00	22.80	168.98	
760.00	22.80	169.43	
768.00	22.80	169.86	
776.00	22.80	170.27	
784.00	22.80	170.67	
792.00	22.80	171.06	
800.00	22.80	171.43	
0.00	23.10	63.45	
8.00	23.10	64.23	
16.00	23.10	65.06	
24.00	23.10	65.93	
32.00	23.10	66.84	
40.00	23.10	67.80	
48.00	23.10	68.79	
56.00	23.10	69.83	
64.00	23.10	70.91	
72.00	23.10	72.02	
80.00	23.10	73.17	
88.00	23.10	74.35	
96.00	23.10	75.57	
104.00	23.10	76.81	
112.00	23.10	78.09	
120.00	23.10	79.39	
128.00	23.10	80.73	
136.00	23.10	82.08	
144.00	23.10	83.46	
152.00	23.10	84.86	
160.00	23.10	86.28	
168.00	23.10	87.71	
176.00	23.10	89.17	
184.00	23.10	90.64	
192.00	23.10	92.12	
200.00	23.10	93.61	
208.00	23.10	95.11	
216.00	23.10	96.62	
224.00	23.10	98.14	
232.00	23.10	99.66	
240.00	23.10	101.18	
248.00	23.10	102.71	
256.00	23.10	104.24	
264.00	23.10	105.77	
272.00	23.10	107.29	
280.00	23.10	108.81	
288.00	23.10	110.33	
296.00	23.10	111.84	
304.00	23.10	113.34	
312.00	23.10	114.84	
320.00	23.10	116.33	
328.00	23.10	117.80	
336.00	23.10	119.27	
344.00	23.10	120.72	
352.00	23.10	122.16	
360.00	23.10	123.58	
368.00	23.10	124.99	
376.00	23.10	126.39	
384.00	23.10	127.77	
392.00	23.10	129.13	
400.00	23.10	130.47	
408.00	23.10	131.80	
416.00	23.10	133.10	
424.00	23.10	134.39	
432.00	23.10	135.66	
440.00	23.10	136.91	
448.00	23.10	138.13	
456.00	23.10	139.34	
464.00	23.10	140.52	
472.00	23.10	141.69	
480.00	23.10	142.83	
488.00	23.10	143.95	
496.00	23.10	145.05	
504.00	23.10	146.12	
512.00	23.10	147.18	
520.00	23.10	148.21	
528.00	23.10	149.22	
536.00	23.10	150.21	
544.00	23.10	151.17	
552.00	23.10	152.12	
560.00	23.10	153.04	
568.00	23.10	153.93	
576.00	23.10	154.81	
584.00	23.10	155.67	
592.00	23.10	156.50	
600.00	23.10	157.31	
608.00	23.10	158.10	
616.00	23.10	158.87	
624.00	23.10	159.62	
632.00	23.10	160.35	
640.00	23.10	161.06	
648.00	23.10	161.75	
656.00	23.10	162.42	
664.00	23.10	163.07	
672.00	23.10	163.70	
680.00	23.10	164.31	
688.00	23.10	164.91	
696.00	23.10	165.48	
704.00	23.10	166.04	
712.00	23.10	166.58	
720.00	23.10	167.10	
728.00	23.10	167.61	
736.00	23.10	168.10	
744.00	23.10	168.58	
752.00	23.10	169.03	
760.00	23.10	169.48	
768.00	23.10	169.91	
776.00	23.10	170.32	
784.00	23.10	170.72	
792.00	23.10	171.10	
800.00	23.10	171.48	
0.00	23.40	63.47	
8.00	23.40	64.25	
16.00	23.40	65.08	
24.00	23.40	65.96	
32.00	23.40	66.87	
40.00	23.40	67.83	
48.00	23.40	68.83	
56.00	23.40	69.87	
64.00	23.40	70.95	
72.00	23.40	72.07	
80.00	23.40	73.22	
88.00	23.40	74.41	
96.00	23.40	75.63	
104.00	23.40	76.88	
112.00	23.40	78.16	
120.00	23.40	79.46	
128.00	23.40	80.80	
136.00	23.40	82.16	
144.00	23.40	83.54	
152.00	23.40	84.94	
160.00	23.40	86.36	
168.00	23.40	87.80	
176.00	23.40	89.26	
184.00	23.40	90.73	
192.00	23.40	92.21	
200.00	23.40	93.70	
208.00	23.40	95.21	
216.00	23.40	96.72	
224.00	23.40	98.24	
232.00	23.40	99.76	
240.00	23.40	101.29	
248.00	23.40	102.82	
256.00	23.40	104.35	
264.00	23.40	105.87	
272.00	23.40	107.40	
280.00	23.40	108.92	
288.00	23.40	110.44	
296.00	23.40	111.95	
304.00	23.40	113.46	
312.00	23.40	114.95	
320.00	23.40	116.44	
328.00	23.40	117.92	
336.00	23.40	119.38	
344.00	23.40	120.83	
352.00	23.40	122.27	
360.00	23.40	123.70	
368.00	23.40	125.11	
376.00	23.40	126.50	
384.00	23.40	127.88	
392.00	23.40	129.24	
400.00	23.40	130.58	
408.00	23.40	131.91	
416.00	23.40	133.22	
424.00	23.40	134.50	
432.00	23.40	135.77	
440.00	23.40	137.02	
448.00	23.40	138.24	
456.00	23.40	139.45	
464.00	23.40	140.63	
472.00	23.40	141.79	
480.00	23.40	142.93	
488.00	23.40	144.05	
496.00	23.40	145.15	
504.00	23.40	146.22	
512.00	23.40	147.28	
520.00	23.40	148.31	
528.00	23.40	149.32	
536.00	23.40	150.30	
544.00	23.40	151.26	
552.00	23.40	152.21	
560.00	23.40	153.13	
568.00	23.40	154.02	
576.00	23.40	154.90	
584.00	23.40	155.75	
592.00	23.40	156.58	
600.00	23.40	157.39	
608.00	23.40	158.18	
616.00	23.40	158.95	
624.00	23.40	159.70	
632.00	23.40	160.43	
640.00	23.40	161.13	
648.00	23.40	161.82	
656.00	23.40	162.49	
664.00	23.40	163.14	
672.00	23.40	163.77	
680.00	23.40	164.38	
688.00	23.40	164.97	
696.00	23.40	165.54	
704.00	23.40	166.10	
712.00	23.40	166.64	
720.00	23.40	167.16	
728.00	23.40	167.67	
736.00	23.40	168.15	
744.00	23.40	168.63	
752.00	23.40	169.08	
760.00	23.40	169.53	
768.00	23.40	169.95	
776.00	23.40	170.37	
784.00	23.40	170.76	
792.00	23.40	171.15	
800.00	23.40	171.52	
0.00	23.70	63.49	
8.00	23.70	64.28	
16.00	23.70	65.11	
24.00	23.70	65.99	
32.00	23.70	66.91	
40.00	23.70	67.87	
48.00	23.70	68.87	
56.00	23.70	69.91	
64.00	23.70	71.00	
72.00	23.70	72.12	
80.00	23.70	73.27	
88.00	23.70	74.46	
96.00	23.70	75.68	
104.00	23.70	76.94	
112.00	23.70	78.22	
120.00	23.70	79.53	
128.00	23.70	80.87	
136.00	23.70	82.23	
144.00	23.70	83.61	
152.00	23.70	85.02	
160.00	23.70	86.44	
168.00	23.70	87.88	
176.00	23.70	89.34	
184.00	23.70	90.81	
192.00	23.70	92.30	
200.00	23.70	93.79	
208.00	23.70	95.30	
216.00	23.70	96.81	
224.00	23.70	98.33	
232.00	23.70	99.86	
240.00	23.70	101.39	
248.00	23.70	102.92	
256.00	23.70	104.45	
264.00	23.70	105.98	
272.00	23.70	107.50	
280.00	23.70	109.03	
288.00	23.70	110.55	
296.00	23.70	112.06	
304.00	23.70	113.56	
312.00	23.70	115.06	
320.00	23.70	116.55	
328.00	23.70	118.03	
336.00	23.70	119.49	
344.00	23.70	120.94	
352.00	23.70	122.38	
360.00	23.70	123.81	
368.00	23.70	125.22	
376.00	23.70	126.61	
384.00	23.70	127.99	
392.00	23.70	129.35	
400.00	23.70	130.69	
408.00	23.70	132.02	
416.00	23.70	133.32	
424.00	23.70	134.61	
432.00	23.70	135.87	
440.00	23.70	137.12	
448.00	23.70	138.35	
456.00	23.70	139.55	
464.00	23.70	140.73	
472.00	23.70	141.89	
480.00	23.70	143.03	
488.00	23.70	144.15	
496.00	23.70	145.25	
504.00	23.70	146.32	
512.00	23.70	147.37	
520.00	23.70	148.40	
528.00	23.70	149.41	
536.00	23.70	150.39	
544.00	23.70	151.35	
552.00	23.70	152.29	
560.00	23.70	153.21	
568.00	23.70	154.11	
576.00	23.70	154.98	
584.00	23.70	155.83	
592.00	23.70	156.66	
600.00	23.70	157.47	
608.00	23.70	158.26	
616.00	23.70	159.03	
624.00	23.70	159.77	
632.00	23.70	160.50	
640.00	23.70	161.20	
648.00	23.70	161.89	
656.00	23.70	162.56	
664.00	23.70	163.20	
672.00	23.70	163.83	
680.00	23.70	164.44	
688.00	23.70	165.03	
696.00	23.70	165.60	
704.00	23.70	166.16	
712.00	23.70	166.69	
720.00	23.70	167.22	
728.00	23.70	167.72	
736.00	23.70	168.21	
744.00	23.70	168.68	
752.00	23.70	169.13	
760.00	23.70	169.57	
768.00	23.70	170.00	
776.00	23.70	170.41	
784.00	23.70	170.81	
792.00	23.70	171.19	
800.00	23.70	171.56	
0.00	24.00	63.51	
8.00	24.00	64.30	
16.00	24.00	65.13	
24.00	24.00	66.01	
32.00	24.00	66.94	
40.00	24.00	67.90	
48.00	24.00	68.91	
56.00	24.00	69.95	
64.00	24.00	71.04	
72.00	24.00	72.16	
80.00	24.00	73.32	
88.00	24.00	74.51	
96.00	24.00	75.74	
104.00	24.00	76.99	
112.00	24.00	78.28	
120.00	24.00	79.59	
128.00	24.00	80.93	
136.00	24.00	82.30	
144.00	24.00	83.68	
152.00	24.00	85.09	
160.00	24.00	86.52	
168.00	24.00	87.96	
176.00	24.00	89.42	
184.00	24.00	90.90	
192.00	24.00	92.38	
200.00	24.00	93.88	
208.00	24.00	95.39	
216.00	24.00	96.90	
224.00	24.00	98.43	
232.00	24.00	99.95	
240.00	24.00	101.48	
248.00	24.00	103.01	
256.00	24.00	104.55	
264.00	24.00	106.08	
272.00	24.00	107.60	
280.00	24.00	109.13	
288.00	24.00	110.65	
296.00	24.00	112.16	
304.00	24.00	113.67	
312.00	24.00	115.16	
320.00	24.00	116.65	
328.00	24.00	118.13	
336.00	24.00	119.60	
344.00	24.00	121.05	
352.00	24.00	122.49	
360.00	24.00	123.91	
368.00	24.00	125.32	
376.00	24.00	126.72	
384.00	24.00	128.09	
392.00	24.00	129.45	
400.00	24.00	130.80	
408.00	24.00	132.12	
416.00	24.00	133.42	
424.00	24.00	134.71	
432.00	24.00	135.97	
440.00	24.00	137.22	
448.00	24.00	138.44	
456.00	24.00	139.65	
464.00	24.00	140.83	
472.00	24.00	141.99	
480.00	24.00	143.13	
488.00	24.00	144.24	
496.00	24.00	145.34	
504.00	24.00	146.41	
512.00	24.00	147.46	
520.00	24.00	148.49	
528.00	24.00	149.49	
536.00	24.00	150.48	
544.00	24.00	151.44	
552.00	24.00	152.38	
560.00	24.00	153.29	
568.00	24.00	154.19	
576.00	24.00	155.06	
584.00	24.00	155.91	
592.00	24.00	156.74	
600.00	24.00	157.55	
608.00	24.00	158.33	
616.00	24.00	159.10	
624.00	24.00	159.84	
632.00	24.00	160.57	
640.00	24.00	161.27	
648.00	24.00	161.96	
656.00	24.00	162.62	
664.00	24.00	163.26	
672.00	24.00	163.89	
680.00	24.00	164.50	
688.00	24.00	165.09	
696.00	24.00	165.66	
704.00	24.00	166.21	
712.00	24.00	166.75	
720.00	24.00	167.27	
728.00	24.00	167.77	
736.00	24.00	168.26	
744.00	24.00	168.73	
752.00	24.00	169.18	
760.00	24.00	169.62	
768.00	24.00	170.04	
776.00	24.00	170.45	
784.00	24.00	170.85	
792.00	24.00	171.23	
800.00	24.00	171.60	
0.00	24.30	63.53	
8.00	24.30	64.32	
16.00	24.30	65.16	
24.00	24.30	66.04	
32.00	24.30	66.96	
40.00	24.30	67.93	
48.00	24.30	68.94	
56.00	24.30	69.99	
64.00	24.30	71.08	
72.00	24.30	72.21	
80.00	24.30	73.37	
88.00	24.30	74.56	
96.00	24.30	75.79	
104.00	24.30	77.05	
112.00	24.30	78.34	
120.00	24.30	79.65	
128.00	24.30	80.99	
136.00	24.30	82.36	
144.00	24.30	83.75	
152.00	24.30	85.16	
160.00	24.30	86.59	
168.00	24.30	88.04	
176.00	24.30	89.50	
184.00	24.30	90.97	
192.00	24.30	92.46	
200.00	24.30	93.96	
208.00	24.30	95.47	
216.00	24.30	96.99	
224.00	24.30	98.51	
232.00	24.30	100.04	
240.00	24.30	101.57	
248.00	24.30	103.11	
256.00	24.30	104.64	
264.00	24.30	106.17	
272.00	24.30	107.70	
280.00	24.30	109.22	
288.00	24.30	110.75	
296.00	24.30	112.26	
304.00	24.30	113.77	
312.00	24.30	115.26	
320.00	24.30	116.75	
328.00	24.30	118.23	
336.00	24.30	119.69	
344.00	24.30	121.15	
352.00	24.30	122.59	
360.00	24.30	124.01	
368.00	24.30	125.42	
376.00	24.30	126.82	
384.00	24.30	128.19	
392.00	24.30	129.55	
400.00	24.30	130.89	
408.00	24.30	132.22	
416.00	24.30	133.52	
424.00	24.30	134.81	
432.00	24.30	136.07	
440.00	24.30	137.31	
448.00	24.30	138.54	
456.00	24.30	139.74	
464.00	24.30	140.92	
472.00	24.30	142.08	
480.00	24.30	143.22	
488.00	24.30	144.33	
496.00	24.30	145.43	
504.00	24.30	146.50	
512.00	24.30	147.55	
520.00	24.30	148.57	
528.00	24.30	149.58	
536.00	24.30	150.56	
544.00	24.30	151.52	
552.00	24.30	152.45	
560.00	24.30	153.37	
568.00	24.30	154.26	
576.00	24.30	155.13	
584.00	24.30	155.98	
592.00	24.30	156.81	
600.00	24.30	157.62	
608.00	24.30	158.40	
616.00	24.30	159.17	
624.00	24.30	159.91	
632.00	24.30	160.63	
640.00	24.30	161.33	
648.00	24.30	162.02	
656.00	24.30	162.68	
664.00	24.30	163.32	
672.00	24.30	163.95	
680.00	24.30	164.55	
688.00	24.30	165.14	
696.00	24.30	165.71	
704.00	24.30	166.26	
712.00	24.30	166.80	
720.00	24.30	167.32	
728.00	24.30	167.82	
736.00	24.30	168.30	
744.00	24.30	168.77	
752.00	24.30	169.22	
760.00	24.30	169.66	
768.00	24.30	170.08	
776.00	24.30	170.49	
784.00	24.30	170.89	
792.00	24.30	171.27	
800.00	24.30	171.63	
0.00	24.60	63.54	
8.00	24.60	64.34	
16.00	24.60	65.18	
24.00	24.60	66.06	
32.00	24.60	66.99	
40.00	24.60	67.96	
48.00	24.60	68.98	
56.00	24.60	70.03	
64.00	24.60	71.12	
72.00	24.60	72.25	
80.00	24.60	73.41	
88.00	24.60	74.61	
96.00	24.60	75.84	
104.00	24.60	77.10	
112.00	24.60	78.39	
120.00	24.60	79.71	
128.00	24.60	81.05	
136.00	24.60	82.42	
144.00	24.60	83.81	
152.00	24.60	85.23	
160.00	24.60	86.66	
168.00	24.60	88.11	
176.00	24.60	89.57	
184.00	24.60	91.05	
192.00	24.60	92.54	
200.00	24.60	94.04	
208.00	24.60	95.55	
216.00	24.60	97.07	
224.00	24.60	98.60	
232.00	24.60	100.13	
240.00	24.60	101.66	
248.00	24.60	103.19	
256.00	24.60	104.73	
264.00	24.60	106.26	
272.00	24.60	107.79	
280.00	24.60	109.32	
288.00	24.60	110.84	
296.00	24.60	112.35	
304.00	24.60	113.86	
312.00	24.60	115.36	
320.00	24.60	116.85	
328.00	24.60	118.32	
336.00	24.60	119.79	
344.00	24.60	121.24	
352.00	24.60	122.68	
360.00	24.60	124.11	
368.00	24.60	125.52	
376.00	24.60	126.91	
384.00	24.60	128.29	
392.00	24.60	129.65	
400.00	24.60	130.99	
408.00	24.60	132.31	
416.00	24.60	133.61	
424.00	24.60	134.90	
432.00	24.60	136.16	
440.00	24.60	137.40	
448.00	24.60	138.63	
456.00	24.60	139.83	
464.00	24.60	141.01	
472.00	24.60	142.17	
480.00	24.60	143.30	
488.00	24.60	144.42	
496.00	24.60	145.51	
504.00	24.60	146.58	
512.00	24.60	147.63	
520.00	24.60	148.65	
528.00	24.60	149.66	
536.00	24.60	150.64	
544.00	24.60	151.59	
552.00	24.60	152.53	
560.00	24.60	153.44	
568.00	24.60	154.33	
576.00	24.60	155.20	
584.00	24.60	156.05	
592.00	24.60	156.88	
600.00	24.60	157.68	
608.00	24.60	158.47	
616.00	24.60	159.23	
624.00	24.60	159.97	
632.00	24.60	160.69	
640.00	24.60	161.39	
648.00	24.60	162.08	
656.00	24.60	162.74	
664.00	24.60	163.38	
672.00	24.60	164.00	
680.00	24.60	164.61	
688.00	24.60	165.19	
696.00	24.60	165.76	
704.00	24.60	166.31	
712.00	24.60	166.85	
720.00	24.60	167.36	
728.00	24.60	167.86	
736.00	24.60	168.35	
744.00	24.60	168.81	
752.00	24.60	169.27	
760.00	24.60	169.70	
768.00	24.60	170.12	
776.00	24.60	170.53	
784.00	24.60	170.92	
792.00	24.60	171.30	
800.00	24.60	171.67	
0.00	24.90	63.56	
8.00	24.90	64.36	
16.00	24.90	65.20	
24.00	24.90	66.09	
32.00	24.90	67.02	
40.00	24.90	67.99	
48.00	24.90	69.01	
56.00	24.90	70.06	
64.00	24.90	71.15	
72.00	24.90	72.29	
80.00	24.90	73.45	
88.00	24.90	74.65	
96.00	24.90	75.89	
104.00	24.90	77.15	
112.00	24.90	78.44	
120.00	24.90	79.76	
128.00	24.90	81.11	
136.00	24.90	82.48	
144.00	24.90	83.88	
152.00	24.90	85.29	
160.00	24.90	86.72	
168.00	24.90	88.17	
176.00	24.90	89.64	
184.00	24.90	91.12	
192.00	24.90	92.61	
200.00	24.90	94.12	
208.00	24.90	95.63	
216.00	24.90	97.15	
224.00	24.90	98.68	
232.00	24.90	100.21	
240.00	24.90	101.74	
248.00	24.90	103.28	
256.00	24.90	104.81	
264.00	24.90	106.34	
272.00	24.90	107.88	
280.00	24.90	109.40	
288.00	24.90	110.92	
296.00	24.90	112.44	
304.00	24.90	113.95	
312.00	24.90	115.45	
320.00	24.90	116.93	
328.00	24.90	118.41	
336.00	24.90	119.88	
344.00	24.90	121.33	
352.00	24.90	122.77	
360.00	24.90	124.20	
368.00	24.90	125.60	
376.00	24.90	127.00	
384.00	24.90	128.37	
392.00	24.90	129.73	
400.00	24.90	131.07	
408.00	24.90	132.40	
416.00	24.90	133.70	
424.00	24.90	134.98	
432.00	24.90	136.25	
440.00	24.90	137.49	
448.00	24.90	138.71	
456.00	24.90	139.91	
464.00	24.90	141.09	
472.00	24.90	142.25	
480.00	24.90	143.38	
488.00	24.90	144.50	
496.00	24.90	145.59	
504.00	24.90	146.66	
512.00	24.90	147.70	
520.00	24.90	148.73	
528.00	24.90	149.73	
536.00	24.90	150.71	
544.00	24.90	151.67	
552.00	24.90	152.60	
560.00	24.90	153.51	
568.00	24.90	154.40	
576.00	24.90	155.27	
584.00	24.90	156.12	
592.00	24.90	156.94	
600.00	24.90	157.75	
608.00	24.90	158.53	
616.00	24.90	159.29	
624.00	24.90	160.03	
632.00	24.90	160.75	
640.00	24.90	161.45	
648.00	24.90	162.13	
656.00	24.90	162.79	
664.00	24.90	163.43	
672.00	24.90	164.05	
680.00	24.90	164.66	
688.00	24.90	165.24	
696.00	24.90	165.81	
704.00	24.90	166.36	
712.00	24.90	166.89	
720.00	24.90	167.41	
728.00	24.90	167.91	
736.00	24.90	168.39	
744.00	24.90	168.85	
752.00	24.90	169.30	
760.00	24.90	169.74	
768.00	24.90	170.16	
776.00	24.90	170.57	
784.00	24.90	170.96	
792.00	24.90	171.34	
800.00	24.90	171.70	
0.00	25.20	63.57	
8.00	25.20	64.37	
16.00	25.20	65.22	
24.00	25.20	66.11	
32.00	25.20	67.04	
40.00	25.20	68.02	
48.00	25.20	69.04	
56.00	25.20	70.09	
64.00	25.20	71.19	
72.00	25.20	72.32	
80.00	25.20	73.49	
88.00	25.20	74.69	
96.00	25.20	75.93	
104.00	25.20	77.20	
112.00	25.20	78.49	
120.00	25.20	79.81	
128.00	25.20	81.16	
136.00	25.20	82.54	
144.00	25.20	83.93	
152.00	25.20	85.35	
160.00	25.20	86.78	
168.00	25.20	88.24	
176.00	25.20	89.71	
184.00	25.20	91.19	
192.00	25.20	92.68	
200.00	25.20	94.19	
208.00	25.20	95.70	
216.00	25.20	97.22	
224.00	25.20	98.75	
232.00	25.20	100.28	
240.00	25.20	101.82	
248.00	25.20	103.35	
256.00	25.20	104.89	
264.00	25.20	106.42	
272.00	25.20	107.96	
280.00	25.20	109.48	
288.00	25.20	111.01	
296.00	25.20	112.52	
304.00	25.20	114.03	
312.00	25.20	115.53	
320.00	25.20	117.02	
328.00	25.20	118.50	
336.00	25.20	119.96	
344.00	25.20	121.42	
352.00	25.20	122.85	
360.00	25.20	124.28	
368.00	25.20	125.69	
376.00	25.20	127.08	
384.00	25.20	128.46	
392.00	25.20	129.82	
400.00	25.20	131.16	
408.00	25.20	132.48	
416.00	25.20	133.78	
424.00	25.20	135.06	
432.00	25.20	136.33	
440.00	25.20	137.57	
448.00	25.20	138.79	
456.00	25.20	139.99	
464.00	25.20	141.17	
472.00	25.20	142.32	
480.00	25.20	143.46	
488.00	25.20	144.57	
496.00	25.20	145.66	
504.00	25.20	146.73	
512.00	25.20	147.78	
520.00	25.20	148.80	
528.00	25.20	149.80	
536.00	25.20	150.78	
544.00	25.20	151.73	
552.00	25.20	152.67	
560.00	25.20	153.58	
568.00	25.20	154.47	
576.00	25.20	155.33	
584.00	25.20	156.18	
592.00	25.20	157.00	
600.00	25.20	157.81	
608.00	25.20	158.59	
616.00	25.20	159.35	
624.00	25.20	160.09	
632.00	25.20	160.81	
640.00	25.20	161.50	
648.00	25.20	162.18	
656.00	25.20	162.84	
664.00	25.20	163.48	
672.00	25.20	164.10	
680.00	25.20	164.71	
688.00	25.20	165.29	
696.00	25.20	165.86	
704.00	25.20	166.40	
712.00	25.20	166.93	
720.00	25.20	167.45	
728.00	25.20	167.95	
736.00	25.20	168.43	
744.00	25.20	168.89	
752.00	25.20	169.34	
760.00	25.20	169.78	
768.00	25.20	170.20	
776.00	25.20	170.60	
784.00	25.20	170.99	
792.00	25.20	171.37	
800.00	25.20	171.73	
0.00	25.50	63.59	
8.00	25.50	64.39	
16.00	25.50	65.24	
24.00	25.50	66.13	
32.00	25.50	67.07	
40.00	25.50	68.04	
48.00	25.50	69.06	
56.00	25.50	70.12	
64.00	25.50	71.22	
72.00	25.50	72.36	
80.00	25.50	73.53	
88.00	25.50	74.73	
96.00	25.50	75.97	
104.00	25.50	77.24	
112.00	25.50	78.54	
120.00	25.50	79.86	
128.00	25.50	81.21	
136.00	25.50	82.59	
144.00	25.50	83.99	
152.00	25.50	85.40	
160.00	25.50	86.84	
168.00	25.50	88.30	
176.00	25.50	89.77	
184.00	25.50	91.25	
192.00	25.50	92.75	
200.00	25.50	94.25	
208.00	25.50	95.77	
216.00	25.50	97.29	
224.00	25.50	98.82	
232.00	25.50	100.35	
240.00	25.50	101.89	
248.00	25.50	103.43	
256.00	25.50	104.96	
264.00	25.50	106.50	
272.00	25.50	108.03	
280.00	25.50	109.56	
288.00	25.50	111.08	
296.00	25.50	112.60	
304.00	25.50	114.11	
312.00	25.50	115.61	
320.00	25.50	117.10	
328.00	25.50	118.58	
336.00	25.50	120.04	
344.00	25.50	121.49	
352.00	25.50	122.93	
360.00	25.50	124.36	
368.00	25.50	125.77	
376.00	25.50	127.16	
384.00	25.50	128.54	
392.00	25.50	129.90	
400.00	25.50	131.24	
408.00	25.50	132.56	
416.00	25.50	133.86	
424.00	25.50	135.14	
432.00	25.50	136.40	
440.00	25.50	137.64	
448.00	25.50	138.86	
456.00	25.50	140.06	
464.00	25.50	141.24	
472.00	25.50	142.40	
480.00	25.50	143.53	
488.00	25.50	144.64	
496.00	25.50	145.73	
504.00	25.50	146.80	
512.00	25.50	147.84	
520.00	25.50	148.87	
528.00	25.50	149.86	
536.00	25.50	150.84	
544.00	25.50	151.80	
552.00	25.50	152.73	
560.00	25.50	153.64	
568.00	25.50	154.53	
576.00	25.50	155.39	
584.00	25.50	156.24	
592.00	25.50	157.06	
600.00	25.50	157.86	
608.00	25.50	158.64	
616.00	25.50	159.40	
624.00	25.50	160.14	
632.00	25.50	160.86	
640.00	25.50	161.55	
648.00	25.50	162.23	
656.00	25.50	162.89	
664.00	25.50	163.53	
672.00	25.50	164.15	
680.00	25.50	164.75	
688.00	25.50	165.33	
696.00	25.50	165.90	
704.00	25.50	166.44	
712.00	25.50	166.97	
720.00	25.50	167.49	
728.00	25.50	167.98	
736.00	25.50	168.46	
744.00	25.50	168.93	
752.00	25.50	169.38	
760.00	25.50	169.81	
768.00	25.50	170.23	
776.00	25.50	170.63	
784.00	25.50	171.02	
792.00	25.50	171.40	
800.00	25.50	171.76	
0.00	25.80	63.60	
8.00	25.80	64.41	
16.00	25.80	65.25	
24.00	25.80	66.15	
32.00	25.80	67.09	
40.00	25.80	68.07	
48.00	25.80	69.09	
56.00	25.80	70.15	
64.00	25.80	71.25	
72.00	25.80	72.39	
80.00	25.80	73.56	
88.00	25.80	74.77	
96.00	25.80	76.01	
104.00	25.80	77.28	
112.00	25.80	78.58	
120.00	25.80	79.91	
128.00	25.80	81.26	
136.00	25.80	82.64	
144.00	25.80	84.04	
152.00	25.80	85.46	
160.00	25.80	86.90	
168.00	25.80	88.35	
176.00	25.80	89.82	
184.00	25.80	91.31	
192.00	25.80	92.81	
200.00	25.80	94.31	
208.00	25.80	95.83	
216.00	25.80	97.36	
224.00	25.80	98.89	
232.00	25.80	100.42	
240.00	25.80	101.96	
248.00	25.80	103.50	
256.00	25.80	105.03	
264.00	25.80	106.57	
272.00	25.80	108.10	
280.00	25.80	109.63	
288.00	25.80	111.16	
296.00	25.80	112.67	
304.00	25.80	114.18	
312.00	25.80	115.68	
320.00	25.80	117.17	
328.00	25.80	118.65	
336.00	25.80	120.12	
344.00	25.80	121.57	
352.00	25.80	123.01	
360.00	25.80	124.43	
368.00	25.80	125.84	
376.00	25.80	127.23	
384.00	25.80	128.61	
392.00	25.80	129.97	
400.00	25.80	131.31	
408.00	25.80	132.63	
416.00	25.80	133.93	
424.00	25.80	135.21	
432.00	25.80	136.47	
440.00	25.80	137.71	
448.00	25.80	138.93	
456.00	25.80	140.13	
464.00	25.80	141.31	
472.00	25.80	142.46	
480.00	25.80	143.60	
488.00	25.80	144.71	
496.00	25.80	145.80	
504.00	25.80	146.86	
512.00	25.80	147.91	
520.00	25.80	148.93	
528.00	25.80	149.93	
536.00	25.80	150.90	
544.00	25.80	151.86	
552.00	25.80	152.79	
560.00	25.80	153.70	
568.00	25.80	154.58	
576.00	25.80	155.45	
584.00	25.80	156.29	
592.00	25.80	157.11	
600.00	25.80	157.91	
608.00	25.80	158.69	
616.00	25.80	159.45	
624.00	25.80	160.19	
632.00	25.80	160.90	
640.00	25.80	161.60	
648.00	25.80	162.28	
656.00	25.80	162.93	
664.00	25.80	163.57	
672.00	25.80	164.19	
680.00	25.80	164.79	
688.00	25.80	165.37	
696.00	25.80	165.94	
704.00	25.80	166.48	
712.00	25.80	167.01	
720.00	25.80	167.52	
728.00	25.80	168.02	
736.00	25.80	168.50	
744.00	25.80	168.96	
752.00	25.80	169.41	
760.00	25.80	169.84	
768.00	25.80	170.26	
776.00	25.80	170.66	
784.00	25.80	171.05	
792.00	25.80	171.43	
800.00	25.80	171.79	
0.00	26.10	63.61	
8.00	26.10	64.42	
16.00	26.10	65.27	
24.00	26.10	66.17	
32.00	26.10	67.11	
40.00	26.10	68.09	
48.00	26.10	69.11	
56.00	26.10	70.18	
64.00	26.10	71.28	
72.00	26.10	72.42	
80.00	26.10	73.60	
88.00	26.10	74.80	
96.00	26.10	76.05	
104.00	26.10	77.32	
112.00	26.10	78.62	
120.00	26.10	79.95	
128.00	26.10	81.30	
136.00	26.10	82.68	
144.00	26.10	84.08	
152.00	26.10	85.51	
160.00	26.10	86.95	
168.00	26.10	88.40	
176.00	26.10	89.88	
184.00	26.10	91.36	
192.00	26.10	92.86	
200.00	26.10	94.37	
208.00	26.10	95.89	
216.00	26.10	97.42	
