Thermal calculator data file
Last updated date: 2016-08-11, 23:02:28

Thermal model: Gringarten equation
Base data
Parameter	Value	Unit	
Specific heat of rock	800	J/kg¡ÆC	
Specific heat of fluid	4178	J/kg¡ÆC	
Rock density	2628	kg/m^3	
Thermal conductivity of rock, k	3.018	W/m¡ÆC	
Initial rock temperature	180	¡ÆC	
Injection fluid temperature	60	¡ÆC	

Variables
Variable	Value	Unit	
Width of fracture	600	m	
Mass flow rate	40	kg/s	
Number of fractures	5		
Fracture spacing	60	m	
Distance from injection	800	m	
Time	30	years	

Calculation results
Outlet fluid temperature	161.67	¡ÆC	
Rock temperature distribution
Z	X	Temperature	
m	m	¡ÆC	
224.00	26.10	98.95	
232.00	26.10	100.48	
240.00	26.10	102.02	
248.00	26.10	103.56	
256.00	26.10	105.10	
264.00	26.10	106.63	
272.00	26.10	108.17	
280.00	26.10	109.70	
288.00	26.10	111.22	
296.00	26.10	112.74	
304.00	26.10	114.25	
312.00	26.10	115.75	
320.00	26.10	117.24	
328.00	26.10	118.72	
336.00	26.10	120.18	
344.00	26.10	121.64	
352.00	26.10	123.08	
360.00	26.10	124.50	
368.00	26.10	125.91	
376.00	26.10	127.30	
384.00	26.10	128.68	
392.00	26.10	130.04	
400.00	26.10	131.38	
408.00	26.10	132.70	
416.00	26.10	134.00	
424.00	26.10	135.28	
432.00	26.10	136.54	
440.00	26.10	137.78	
448.00	26.10	139.00	
456.00	26.10	140.20	
464.00	26.10	141.37	
472.00	26.10	142.53	
480.00	26.10	143.66	
488.00	26.10	144.77	
496.00	26.10	145.86	
504.00	26.10	146.92	
512.00	26.10	147.97	
520.00	26.10	148.99	
528.00	26.10	149.98	
536.00	26.10	150.96	
544.00	26.10	151.91	
552.00	26.10	152.84	
560.00	26.10	153.75	
568.00	26.10	154.64	
576.00	26.10	155.50	
584.00	26.10	156.34	
592.00	26.10	157.16	
600.00	26.10	157.96	
608.00	26.10	158.74	
616.00	26.10	159.50	
624.00	26.10	160.23	
632.00	26.10	160.95	
640.00	26.10	161.64	
648.00	26.10	162.32	
656.00	26.10	162.98	
664.00	26.10	163.61	
672.00	26.10	164.23	
680.00	26.10	164.83	
688.00	26.10	165.41	
696.00	26.10	165.97	
704.00	26.10	166.52	
712.00	26.10	167.05	
720.00	26.10	167.56	
728.00	26.10	168.05	
736.00	26.10	168.53	
744.00	26.10	168.99	
752.00	26.10	169.44	
760.00	26.10	169.87	
768.00	26.10	170.29	
776.00	26.10	170.69	
784.00	26.10	171.08	
792.00	26.10	171.45	
800.00	26.10	171.81	
0.00	26.40	63.63	
8.00	26.40	64.43	
16.00	26.40	65.29	
24.00	26.40	66.18	
32.00	26.40	67.13	
40.00	26.40	68.11	
48.00	26.40	69.14	
56.00	26.40	70.20	
64.00	26.40	71.31	
72.00	26.40	72.45	
80.00	26.40	73.63	
88.00	26.40	74.84	
96.00	26.40	76.08	
104.00	26.40	77.35	
112.00	26.40	78.66	
120.00	26.40	79.99	
128.00	26.40	81.35	
136.00	26.40	82.73	
144.00	26.40	84.13	
152.00	26.40	85.55	
160.00	26.40	86.99	
168.00	26.40	88.45	
176.00	26.40	89.93	
184.00	26.40	91.41	
192.00	26.40	92.91	
200.00	26.40	94.43	
208.00	26.40	95.94	
216.00	26.40	97.47	
224.00	26.40	99.00	
232.00	26.40	100.54	
240.00	26.40	102.08	
248.00	26.40	103.62	
256.00	26.40	105.16	
264.00	26.40	106.70	
272.00	26.40	108.23	
280.00	26.40	109.76	
288.00	26.40	111.28	
296.00	26.40	112.80	
304.00	26.40	114.31	
312.00	26.40	115.81	
320.00	26.40	117.30	
328.00	26.40	118.78	
336.00	26.40	120.25	
344.00	26.40	121.70	
352.00	26.40	123.14	
360.00	26.40	124.57	
368.00	26.40	125.97	
376.00	26.40	127.37	
384.00	26.40	128.74	
392.00	26.40	130.10	
400.00	26.40	131.44	
408.00	26.40	132.76	
416.00	26.40	134.06	
424.00	26.40	135.34	
432.00	26.40	136.60	
440.00	26.40	137.84	
448.00	26.40	139.06	
456.00	26.40	140.26	
464.00	26.40	141.43	
472.00	26.40	142.59	
480.00	26.40	143.72	
488.00	26.40	144.83	
496.00	26.40	145.91	
504.00	26.40	146.98	
512.00	26.40	148.02	
520.00	26.40	149.04	
528.00	26.40	150.04	
536.00	26.40	151.01	
544.00	26.40	151.96	
552.00	26.40	152.89	
560.00	26.40	153.80	
568.00	26.40	154.68	
576.00	26.40	155.55	
584.00	26.40	156.39	
592.00	26.40	157.21	
600.00	26.40	158.01	
608.00	26.40	158.78	
616.00	26.40	159.54	
624.00	26.40	160.28	
632.00	26.40	160.99	
640.00	26.40	161.69	
648.00	26.40	162.36	
656.00	26.40	163.02	
664.00	26.40	163.65	
672.00	26.40	164.27	
680.00	26.40	164.87	
688.00	26.40	165.45	
696.00	26.40	166.01	
704.00	26.40	166.55	
712.00	26.40	167.08	
720.00	26.40	167.59	
728.00	26.40	168.08	
736.00	26.40	168.56	
744.00	26.40	169.02	
752.00	26.40	169.47	
760.00	26.40	169.90	
768.00	26.40	170.31	
776.00	26.40	170.72	
784.00	26.40	171.10	
792.00	26.40	171.48	
800.00	26.40	171.84	
0.00	26.70	63.64	
8.00	26.70	64.44	
16.00	26.70	65.30	
24.00	26.70	66.20	
32.00	26.70	67.14	
40.00	26.70	68.13	
48.00	26.70	69.16	
56.00	26.70	70.22	
64.00	26.70	71.33	
72.00	26.70	72.47	
80.00	26.70	73.65	
88.00	26.70	74.87	
96.00	26.70	76.11	
104.00	26.70	77.39	
112.00	26.70	78.69	
120.00	26.70	80.02	
128.00	26.70	81.38	
136.00	26.70	82.76	
144.00	26.70	84.17	
152.00	26.70	85.59	
160.00	26.70	87.04	
168.00	26.70	88.50	
176.00	26.70	89.97	
184.00	26.70	91.46	
192.00	26.70	92.96	
200.00	26.70	94.47	
208.00	26.70	95.99	
216.00	26.70	97.52	
224.00	26.70	99.06	
232.00	26.70	100.59	
240.00	26.70	102.13	
248.00	26.70	103.67	
256.00	26.70	105.21	
264.00	26.70	106.75	
272.00	26.70	108.29	
280.00	26.70	109.82	
288.00	26.70	111.34	
296.00	26.70	112.86	
304.00	26.70	114.37	
312.00	26.70	115.87	
320.00	26.70	117.36	
328.00	26.70	118.84	
336.00	26.70	120.31	
344.00	26.70	121.76	
352.00	26.70	123.20	
360.00	26.70	124.62	
368.00	26.70	126.03	
376.00	26.70	127.43	
384.00	26.70	128.80	
392.00	26.70	130.16	
400.00	26.70	131.50	
408.00	26.70	132.82	
416.00	26.70	134.12	
424.00	26.70	135.40	
432.00	26.70	136.66	
440.00	26.70	137.90	
448.00	26.70	139.11	
456.00	26.70	140.31	
464.00	26.70	141.49	
472.00	26.70	142.64	
480.00	26.70	143.77	
488.00	26.70	144.88	
496.00	26.70	145.97	
504.00	26.70	147.03	
512.00	26.70	148.07	
520.00	26.70	149.09	
528.00	26.70	150.09	
536.00	26.70	151.06	
544.00	26.70	152.01	
552.00	26.70	152.94	
560.00	26.70	153.85	
568.00	26.70	154.73	
576.00	26.70	155.59	
584.00	26.70	156.43	
592.00	26.70	157.25	
600.00	26.70	158.05	
608.00	26.70	158.82	
616.00	26.70	159.58	
624.00	26.70	160.31	
632.00	26.70	161.03	
640.00	26.70	161.72	
648.00	26.70	162.40	
656.00	26.70	163.05	
664.00	26.70	163.69	
672.00	26.70	164.30	
680.00	26.70	164.90	
688.00	26.70	165.48	
696.00	26.70	166.04	
704.00	26.70	166.58	
712.00	26.70	167.11	
720.00	26.70	167.62	
728.00	26.70	168.11	
736.00	26.70	168.59	
744.00	26.70	169.05	
752.00	26.70	169.49	
760.00	26.70	169.92	
768.00	26.70	170.34	
776.00	26.70	170.74	
784.00	26.70	171.13	
792.00	26.70	171.50	
800.00	26.70	171.86	
0.00	27.00	63.65	
8.00	27.00	64.46	
16.00	27.00	65.31	
24.00	27.00	66.21	
32.00	27.00	67.16	
40.00	27.00	68.15	
48.00	27.00	69.18	
56.00	27.00	70.25	
64.00	27.00	71.35	
72.00	27.00	72.50	
80.00	27.00	73.68	
88.00	27.00	74.89	
96.00	27.00	76.14	
104.00	27.00	77.42	
112.00	27.00	78.72	
120.00	27.00	80.06	
128.00	27.00	81.42	
136.00	27.00	82.80	
144.00	27.00	84.20	
152.00	27.00	85.63	
160.00	27.00	87.08	
168.00	27.00	88.54	
176.00	27.00	90.01	
184.00	27.00	91.50	
192.00	27.00	93.01	
200.00	27.00	94.52	
208.00	27.00	96.04	
216.00	27.00	97.57	
224.00	27.00	99.10	
232.00	27.00	100.64	
240.00	27.00	102.18	
248.00	27.00	103.72	
256.00	27.00	105.26	
264.00	27.00	106.80	
272.00	27.00	108.34	
280.00	27.00	109.87	
288.00	27.00	111.39	
296.00	27.00	112.91	
304.00	27.00	114.42	
312.00	27.00	115.92	
320.00	27.00	117.41	
328.00	27.00	118.89	
336.00	27.00	120.36	
344.00	27.00	121.81	
352.00	27.00	123.25	
360.00	27.00	124.68	
368.00	27.00	126.09	
376.00	27.00	127.48	
384.00	27.00	128.85	
392.00	27.00	130.21	
400.00	27.00	131.55	
408.00	27.00	132.87	
416.00	27.00	134.17	
424.00	27.00	135.45	
432.00	27.00	136.71	
440.00	27.00	137.95	
448.00	27.00	139.16	
456.00	27.00	140.36	
464.00	27.00	141.54	
472.00	27.00	142.69	
480.00	27.00	143.82	
488.00	27.00	144.93	
496.00	27.00	146.01	
504.00	27.00	147.08	
512.00	27.00	148.12	
520.00	27.00	149.13	
528.00	27.00	150.13	
536.00	27.00	151.10	
544.00	27.00	152.05	
552.00	27.00	152.98	
560.00	27.00	153.89	
568.00	27.00	154.77	
576.00	27.00	155.63	
584.00	27.00	156.47	
592.00	27.00	157.29	
600.00	27.00	158.09	
608.00	27.00	158.86	
616.00	27.00	159.62	
624.00	27.00	160.35	
632.00	27.00	161.06	
640.00	27.00	161.76	
648.00	27.00	162.43	
656.00	27.00	163.08	
664.00	27.00	163.72	
672.00	27.00	164.33	
680.00	27.00	164.93	
688.00	27.00	165.51	
696.00	27.00	166.07	
704.00	27.00	166.61	
712.00	27.00	167.14	
720.00	27.00	167.64	
728.00	27.00	168.14	
736.00	27.00	168.61	
744.00	27.00	169.07	
752.00	27.00	169.52	
760.00	27.00	169.95	
768.00	27.00	170.36	
776.00	27.00	170.76	
784.00	27.00	171.15	
792.00	27.00	171.52	
800.00	27.00	171.88	
0.00	27.30	63.65	
8.00	27.30	64.47	
16.00	27.30	65.32	
24.00	27.30	66.23	
32.00	27.30	67.17	
40.00	27.30	68.16	
48.00	27.30	69.19	
56.00	27.30	70.26	
64.00	27.30	71.37	
72.00	27.30	72.52	
80.00	27.30	73.70	
88.00	27.30	74.92	
96.00	27.30	76.16	
104.00	27.30	77.44	
112.00	27.30	78.75	
120.00	27.30	80.09	
128.00	27.30	81.45	
136.00	27.30	82.83	
144.00	27.30	84.24	
152.00	27.30	85.66	
160.00	27.30	87.11	
168.00	27.30	88.57	
176.00	27.30	90.05	
184.00	27.30	91.54	
192.00	27.30	93.05	
200.00	27.30	94.56	
208.00	27.30	96.08	
216.00	27.30	97.61	
224.00	27.30	99.15	
232.00	27.30	100.68	
240.00	27.30	102.23	
248.00	27.30	103.77	
256.00	27.30	105.31	
264.00	27.30	106.85	
272.00	27.30	108.38	
280.00	27.30	109.92	
288.00	27.30	111.44	
296.00	27.30	112.96	
304.00	27.30	114.47	
312.00	27.30	115.97	
320.00	27.30	117.46	
328.00	27.30	118.94	
336.00	27.30	120.41	
344.00	27.30	121.86	
352.00	27.30	123.30	
360.00	27.30	124.73	
368.00	27.30	126.14	
376.00	27.30	127.53	
384.00	27.30	128.90	
392.00	27.30	130.26	
400.00	27.30	131.60	
408.00	27.30	132.92	
416.00	27.30	134.22	
424.00	27.30	135.50	
432.00	27.30	136.75	
440.00	27.30	137.99	
448.00	27.30	139.21	
456.00	27.30	140.41	
464.00	27.30	141.58	
472.00	27.30	142.73	
480.00	27.30	143.86	
488.00	27.30	144.97	
496.00	27.30	146.05	
504.00	27.30	147.12	
512.00	27.30	148.16	
520.00	27.30	149.17	
528.00	27.30	150.17	
536.00	27.30	151.14	
544.00	27.30	152.09	
552.00	27.30	153.02	
560.00	27.30	153.92	
568.00	27.30	154.81	
576.00	27.30	155.67	
584.00	27.30	156.51	
592.00	27.30	157.32	
600.00	27.30	158.12	
608.00	27.30	158.90	
616.00	27.30	159.65	
624.00	27.30	160.38	
632.00	27.30	161.09	
640.00	27.30	161.79	
648.00	27.30	162.46	
656.00	27.30	163.11	
664.00	27.30	163.75	
672.00	27.30	164.36	
680.00	27.30	164.96	
688.00	27.30	165.53	
696.00	27.30	166.09	
704.00	27.30	166.64	
712.00	27.30	167.16	
720.00	27.30	167.67	
728.00	27.30	168.16	
736.00	27.30	168.63	
744.00	27.30	169.09	
752.00	27.30	169.54	
760.00	27.30	169.97	
768.00	27.30	170.38	
776.00	27.30	170.78	
784.00	27.30	171.17	
792.00	27.30	171.54	
800.00	27.30	171.90	
0.00	27.60	63.66	
8.00	27.60	64.48	
16.00	27.60	65.33	
24.00	27.60	66.24	
32.00	27.60	67.19	
40.00	27.60	68.18	
48.00	27.60	69.21	
56.00	27.60	70.28	
64.00	27.60	71.39	
72.00	27.60	72.54	
80.00	27.60	73.72	
88.00	27.60	74.94	
96.00	27.60	76.19	
104.00	27.60	77.47	
112.00	27.60	78.78	
120.00	27.60	80.11	
128.00	27.60	81.47	
136.00	27.60	82.86	
144.00	27.60	84.27	
152.00	27.60	85.70	
160.00	27.60	87.14	
168.00	27.60	88.61	
176.00	27.60	90.08	
184.00	27.60	91.58	
192.00	27.60	93.08	
200.00	27.60	94.60	
208.00	27.60	96.12	
216.00	27.60	97.65	
224.00	27.60	99.18	
232.00	27.60	100.72	
240.00	27.60	102.27	
248.00	27.60	103.81	
256.00	27.60	105.35	
264.00	27.60	106.89	
272.00	27.60	108.43	
280.00	27.60	109.96	
288.00	27.60	111.48	
296.00	27.60	113.00	
304.00	27.60	114.51	
312.00	27.60	116.01	
320.00	27.60	117.51	
328.00	27.60	118.99	
336.00	27.60	120.45	
344.00	27.60	121.91	
352.00	27.60	123.35	
360.00	27.60	124.77	
368.00	27.60	126.18	
376.00	27.60	127.57	
384.00	27.60	128.94	
392.00	27.60	130.30	
400.00	27.60	131.64	
408.00	27.60	132.96	
416.00	27.60	134.26	
424.00	27.60	135.54	
432.00	27.60	136.80	
440.00	27.60	138.03	
448.00	27.60	139.25	
456.00	27.60	140.45	
464.00	27.60	141.62	
472.00	27.60	142.77	
480.00	27.60	143.90	
488.00	27.60	145.01	
496.00	27.60	146.09	
504.00	27.60	147.16	
512.00	27.60	148.19	
520.00	27.60	149.21	
528.00	27.60	150.21	
536.00	27.60	151.18	
544.00	27.60	152.13	
552.00	27.60	153.05	
560.00	27.60	153.96	
568.00	27.60	154.84	
576.00	27.60	155.70	
584.00	27.60	156.54	
592.00	27.60	157.36	
600.00	27.60	158.15	
608.00	27.60	158.93	
616.00	27.60	159.68	
624.00	27.60	160.41	
632.00	27.60	161.12	
640.00	27.60	161.81	
648.00	27.60	162.49	
656.00	27.60	163.14	
664.00	27.60	163.77	
672.00	27.60	164.39	
680.00	27.60	164.98	
688.00	27.60	165.56	
696.00	27.60	166.12	
704.00	27.60	166.66	
712.00	27.60	167.18	
720.00	27.60	167.69	
728.00	27.60	168.18	
736.00	27.60	168.66	
744.00	27.60	169.11	
752.00	27.60	169.56	
760.00	27.60	169.99	
768.00	27.60	170.40	
776.00	27.60	170.80	
784.00	27.60	171.18	
792.00	27.60	171.55	
800.00	27.60	171.91	
0.00	27.90	63.67	
8.00	27.90	64.48	
16.00	27.90	65.34	
24.00	27.90	66.25	
32.00	27.90	67.20	
40.00	27.90	68.19	
48.00	27.90	69.22	
56.00	27.90	70.30	
64.00	27.90	71.41	
72.00	27.90	72.56	
80.00	27.90	73.74	
88.00	27.90	74.96	
96.00	27.90	76.21	
104.00	27.90	77.49	
112.00	27.90	78.80	
120.00	27.90	80.14	
128.00	27.90	81.50	
136.00	27.90	82.89	
144.00	27.90	84.29	
152.00	27.90	85.72	
160.00	27.90	87.17	
168.00	27.90	88.63	
176.00	27.90	90.11	
184.00	27.90	91.61	
192.00	27.90	93.11	
200.00	27.90	94.63	
208.00	27.90	96.15	
216.00	27.90	97.68	
224.00	27.90	99.22	
232.00	27.90	100.76	
240.00	27.90	102.30	
248.00	27.90	103.84	
256.00	27.90	105.39	
264.00	27.90	106.93	
272.00	27.90	108.46	
280.00	27.90	109.99	
288.00	27.90	111.52	
296.00	27.90	113.04	
304.00	27.90	114.55	
312.00	27.90	116.05	
320.00	27.90	117.54	
328.00	27.90	119.02	
336.00	27.90	120.49	
344.00	27.90	121.94	
352.00	27.90	123.38	
360.00	27.90	124.81	
368.00	27.90	126.22	
376.00	27.90	127.61	
384.00	27.90	128.98	
392.00	27.90	130.34	
400.00	27.90	131.68	
408.00	27.90	133.00	
416.00	27.90	134.30	
424.00	27.90	135.57	
432.00	27.90	136.83	
440.00	27.90	138.07	
448.00	27.90	139.29	
456.00	27.90	140.48	
464.00	27.90	141.66	
472.00	27.90	142.81	
480.00	27.90	143.94	
488.00	27.90	145.04	
496.00	27.90	146.13	
504.00	27.90	147.19	
512.00	27.90	148.23	
520.00	27.90	149.24	
528.00	27.90	150.24	
536.00	27.90	151.21	
544.00	27.90	152.16	
552.00	27.90	153.08	
560.00	27.90	153.99	
568.00	27.90	154.87	
576.00	27.90	155.73	
584.00	27.90	156.57	
592.00	27.90	157.38	
600.00	27.90	158.18	
608.00	27.90	158.95	
616.00	27.90	159.70	
624.00	27.90	160.44	
632.00	27.90	161.15	
640.00	27.90	161.84	
648.00	27.90	162.51	
656.00	27.90	163.16	
664.00	27.90	163.79	
672.00	27.90	164.41	
680.00	27.90	165.00	
688.00	27.90	165.58	
696.00	27.90	166.14	
704.00	27.90	166.68	
712.00	27.90	167.20	
720.00	27.90	167.71	
728.00	27.90	168.20	
736.00	27.90	168.67	
744.00	27.90	169.13	
752.00	27.90	169.57	
760.00	27.90	170.00	
768.00	27.90	170.41	
776.00	27.90	170.81	
784.00	27.90	171.20	
792.00	27.90	171.57	
800.00	27.90	171.93	
0.00	28.20	63.67	
8.00	28.20	64.49	
16.00	28.20	65.35	
24.00	28.20	66.26	
32.00	28.20	67.21	
40.00	28.20	68.20	
48.00	28.20	69.23	
56.00	28.20	70.31	
64.00	28.20	71.42	
72.00	28.20	72.57	
80.00	28.20	73.75	
88.00	28.20	74.97	
96.00	28.20	76.22	
104.00	28.20	77.51	
112.00	28.20	78.82	
120.00	28.20	80.16	
128.00	28.20	81.52	
136.00	28.20	82.91	
144.00	28.20	84.32	
152.00	28.20	85.75	
160.00	28.20	87.19	
168.00	28.20	88.66	
176.00	28.20	90.14	
184.00	28.20	91.63	
192.00	28.20	93.14	
200.00	28.20	94.66	
208.00	28.20	96.18	
216.00	28.20	97.71	
224.00	28.20	99.25	
232.00	28.20	100.79	
240.00	28.20	102.33	
248.00	28.20	103.87	
256.00	28.20	105.42	
264.00	28.20	106.96	
272.00	28.20	108.49	
280.00	28.20	110.03	
288.00	28.20	111.55	
296.00	28.20	113.07	
304.00	28.20	114.58	
312.00	28.20	116.09	
320.00	28.20	117.58	
328.00	28.20	119.06	
336.00	28.20	120.52	
344.00	28.20	121.98	
352.00	28.20	123.42	
360.00	28.20	124.84	
368.00	28.20	126.25	
376.00	28.20	127.64	
384.00	28.20	129.02	
392.00	28.20	130.37	
400.00	28.20	131.71	
408.00	28.20	133.03	
416.00	28.20	134.33	
424.00	28.20	135.61	
432.00	28.20	136.86	
440.00	28.20	138.10	
448.00	28.20	139.32	
456.00	28.20	140.51	
464.00	28.20	141.69	
472.00	28.20	142.84	
480.00	28.20	143.97	
488.00	28.20	145.07	
496.00	28.20	146.16	
504.00	28.20	147.22	
512.00	28.20	148.26	
520.00	28.20	149.27	
528.00	28.20	150.27	
536.00	28.20	151.24	
544.00	28.20	152.18	
552.00	28.20	153.11	
560.00	28.20	154.01	
568.00	28.20	154.90	
576.00	28.20	155.75	
584.00	28.20	156.59	
592.00	28.20	157.41	
600.00	28.20	158.20	
608.00	28.20	158.97	
616.00	28.20	159.73	
624.00	28.20	160.46	
632.00	28.20	161.17	
640.00	28.20	161.86	
648.00	28.20	162.53	
656.00	28.20	163.18	
664.00	28.20	163.81	
672.00	28.20	164.43	
680.00	28.20	165.02	
688.00	28.20	165.60	
696.00	28.20	166.15	
704.00	28.20	166.70	
712.00	28.20	167.22	
720.00	28.20	167.72	
728.00	28.20	168.21	
736.00	28.20	168.69	
744.00	28.20	169.15	
752.00	28.20	169.59	
760.00	28.20	170.02	
768.00	28.20	170.43	
776.00	28.20	170.83	
784.00	28.20	171.21	
792.00	28.20	171.58	
800.00	28.20	171.94	
0.00	28.50	63.68	
8.00	28.50	64.50	
16.00	28.50	65.36	
24.00	28.50	66.26	
32.00	28.50	67.22	
40.00	28.50	68.21	
48.00	28.50	69.24	
56.00	28.50	70.32	
64.00	28.50	71.43	
72.00	28.50	72.58	
80.00	28.50	73.77	
88.00	28.50	74.99	
96.00	28.50	76.24	
104.00	28.50	77.52	
112.00	28.50	78.83	
120.00	28.50	80.17	
128.00	28.50	81.54	
136.00	28.50	82.93	
144.00	28.50	84.34	
152.00	28.50	85.77	
160.00	28.50	87.22	
168.00	28.50	88.68	
176.00	28.50	90.16	
184.00	28.50	91.66	
192.00	28.50	93.16	
200.00	28.50	94.68	
208.00	28.50	96.20	
216.00	28.50	97.74	
224.00	28.50	99.27	
232.00	28.50	100.81	
240.00	28.50	102.36	
248.00	28.50	103.90	
256.00	28.50	105.44	
264.00	28.50	106.98	
272.00	28.50	108.52	
280.00	28.50	110.05	
288.00	28.50	111.58	
296.00	28.50	113.10	
304.00	28.50	114.61	
312.00	28.50	116.11	
320.00	28.50	117.61	
328.00	28.50	119.08	
336.00	28.50	120.55	
344.00	28.50	122.01	
352.00	28.50	123.45	
360.00	28.50	124.87	
368.00	28.50	126.28	
376.00	28.50	127.67	
384.00	28.50	129.04	
392.00	28.50	130.40	
400.00	28.50	131.74	
408.00	28.50	133.06	
416.00	28.50	134.36	
424.00	28.50	135.63	
432.00	28.50	136.89	
440.00	28.50	138.13	
448.00	28.50	139.35	
456.00	28.50	140.54	
464.00	28.50	141.71	
472.00	28.50	142.86	
480.00	28.50	143.99	
488.00	28.50	145.10	
496.00	28.50	146.18	
504.00	28.50	147.24	
512.00	28.50	148.28	
520.00	28.50	149.30	
528.00	28.50	150.29	
536.00	28.50	151.26	
544.00	28.50	152.21	
552.00	28.50	153.13	
560.00	28.50	154.04	
568.00	28.50	154.92	
576.00	28.50	155.78	
584.00	28.50	156.61	
592.00	28.50	157.43	
600.00	28.50	158.22	
608.00	28.50	158.99	
616.00	28.50	159.75	
624.00	28.50	160.48	
632.00	28.50	161.19	
640.00	28.50	161.88	
648.00	28.50	162.55	
656.00	28.50	163.20	
664.00	28.50	163.83	
672.00	28.50	164.44	
680.00	28.50	165.04	
688.00	28.50	165.61	
696.00	28.50	166.17	
704.00	28.50	166.71	
712.00	28.50	167.23	
720.00	28.50	167.74	
728.00	28.50	168.23	
736.00	28.50	168.70	
744.00	28.50	169.16	
752.00	28.50	169.60	
760.00	28.50	170.03	
768.00	28.50	170.44	
776.00	28.50	170.84	
784.00	28.50	171.22	
792.00	28.50	171.59	
800.00	28.50	171.95	
0.00	28.80	63.68	
8.00	28.80	64.50	
16.00	28.80	65.36	
24.00	28.80	66.27	
32.00	28.80	67.22	
40.00	28.80	68.22	
48.00	28.80	69.25	
56.00	28.80	70.33	
64.00	28.80	71.44	
72.00	28.80	72.59	
80.00	28.80	73.78	
88.00	28.80	75.00	
96.00	28.80	76.25	
104.00	28.80	77.54	
112.00	28.80	78.85	
120.00	28.80	80.19	
128.00	28.80	81.55	
136.00	28.80	82.94	
144.00	28.80	84.35	
152.00	28.80	85.78	
160.00	28.80	87.23	
168.00	28.80	88.70	
176.00	28.80	90.18	
184.00	28.80	91.68	
192.00	28.80	93.18	
200.00	28.80	94.70	
208.00	28.80	96.22	
216.00	28.80	97.76	
224.00	28.80	99.29	
232.00	28.80	100.83	
240.00	28.80	102.38	
248.00	28.80	103.92	
256.00	28.80	105.46	
264.00	28.80	107.01	
272.00	28.80	108.54	
280.00	28.80	110.08	
288.00	28.80	111.60	
296.00	28.80	113.12	
304.00	28.80	114.63	
312.00	28.80	116.14	
320.00	28.80	117.63	
328.00	28.80	119.11	
336.00	28.80	120.58	
344.00	28.80	122.03	
352.00	28.80	123.47	
360.00	28.80	124.89	
368.00	28.80	126.30	
376.00	28.80	127.69	
384.00	28.80	129.07	
392.00	28.80	130.42	
400.00	28.80	131.76	
408.00	28.80	133.08	
416.00	28.80	134.38	
424.00	28.80	135.66	
432.00	28.80	136.91	
440.00	28.80	138.15	
448.00	28.80	139.37	
456.00	28.80	140.56	
464.00	28.80	141.73	
472.00	28.80	142.88	
480.00	28.80	144.01	
488.00	28.80	145.12	
496.00	28.80	146.20	
504.00	28.80	147.26	
512.00	28.80	148.30	
520.00	28.80	149.31	
528.00	28.80	150.31	
536.00	28.80	151.28	
544.00	28.80	152.23	
552.00	28.80	153.15	
560.00	28.80	154.05	
568.00	28.80	154.93	
576.00	28.80	155.79	
584.00	28.80	156.63	
592.00	28.80	157.44	
600.00	28.80	158.24	
608.00	28.80	159.01	
616.00	28.80	159.76	
624.00	28.80	160.49	
632.00	28.80	161.20	
640.00	28.80	161.89	
648.00	28.80	162.56	
656.00	28.80	163.21	
664.00	28.80	163.84	
672.00	28.80	164.46	
680.00	28.80	165.05	
688.00	28.80	165.62	
696.00	28.80	166.18	
704.00	28.80	166.72	
712.00	28.80	167.24	
720.00	28.80	167.75	
728.00	28.80	168.24	
736.00	28.80	168.71	
744.00	28.80	169.17	
752.00	28.80	169.61	
760.00	28.80	170.04	
768.00	28.80	170.45	
776.00	28.80	170.85	
784.00	28.80	171.23	
792.00	28.80	171.60	
800.00	28.80	171.96	
0.00	29.10	63.69	
8.00	29.10	64.50	
16.00	29.10	65.37	
24.00	29.10	66.27	
32.00	29.10	67.23	
40.00	29.10	68.22	
48.00	29.10	69.26	
56.00	29.10	70.33	
64.00	29.10	71.45	
72.00	29.10	72.60	
80.00	29.10	73.79	
88.00	29.10	75.01	
96.00	29.10	76.26	
104.00	29.10	77.55	
112.00	29.10	78.86	
120.00	29.10	80.20	
128.00	29.10	81.56	
136.00	29.10	82.95	
144.00	29.10	84.36	
152.00	29.10	85.80	
160.00	29.10	87.25	
168.00	29.10	88.71	
176.00	29.10	90.19	
184.00	29.10	91.69	
192.00	29.10	93.20	
200.00	29.10	94.71	
208.00	29.10	96.24	
216.00	29.10	97.77	
224.00	29.10	99.31	
232.00	29.10	100.85	
240.00	29.10	102.39	
248.00	29.10	103.94	
256.00	29.10	105.48	
264.00	29.10	107.02	
272.00	29.10	108.56	
280.00	29.10	110.09	
288.00	29.10	111.62	
296.00	29.10	113.14	
304.00	29.10	114.65	
312.00	29.10	116.15	
320.00	29.10	117.65	
328.00	29.10	119.13	
336.00	29.10	120.59	
344.00	29.10	122.05	
352.00	29.10	123.49	
360.00	29.10	124.91	
368.00	29.10	126.32	
376.00	29.10	127.71	
384.00	29.10	129.08	
392.00	29.10	130.44	
400.00	29.10	131.78	
408.00	29.10	133.10	
416.00	29.10	134.39	
424.00	29.10	135.67	
432.00	29.10	136.93	
440.00	29.10	138.17	
